State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield,SUBDIVISION,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
Bihar,MUNGER,2010,Winter,Rice,25936.0,11615.0,0.4478331276989513,BIHAR,629.2,1.3,51.1,536.2,40.7
Bihar,MUNGER,2011,Summer,Rice,91.0,160.0,1.7582417582417582,BIHAR,1097.1,11.8,107.6,964.8,12.9
Bihar,MUNGER,2011,Winter,Rice,29276.0,62158.0,2.1231725645579997,BIHAR,1097.1,11.8,107.6,964.8,12.9
Bihar,MUNGER,2012,Autumn,Rice,1.0,2.0,2.0,BIHAR,1032.4,20.9,46.5,924.4,40.6
Bihar,MUNGER,2012,Summer,Rice,91.0,233.0,2.5604395604395602,BIHAR,1032.4,20.9,46.5,924.4,40.6
Bihar,MUNGER,2012,Winter,Rice,26687.0,75051.0,2.8122681455390266,BIHAR,1032.4,20.9,46.5,924.4,40.6
Bihar,MUNGER,2013,Autumn,Rice,10.0,9.0,0.9,BIHAR,1069.9,27.7,122.4,722.2,197.5
Bihar,MUNGER,2013,Summer,Rice,270.0,630.0,2.3333333333333335,BIHAR,1069.9,27.7,122.4,722.2,197.5
Bihar,MUNGER,2013,Winter,Rice,25361.0,65571.0,2.585505303418635,BIHAR,1069.9,27.7,122.4,722.2,197.5
Bihar,MUNGER,2014,Autumn,Rice,24.0,42.0,1.75,BIHAR,1061.0,50.5,112.9,848.6,49.0
Bihar,MUNGER,2014,Summer,Rice,270.0,583.0,2.1592592592592594,BIHAR,1061.0,50.5,112.9,848.6,49.0
Bihar,MUNGER,2014,Winter,Rice,21962.0,61164.0,2.7849922593570713,BIHAR,1061.0,50.5,112.9,848.6,49.0
Bihar,MUZAFFARPUR,1997,Autumn,Rice,28848.0,34285.0,1.1884706045479756,BIHAR,1303.7,11.6,74.4,1148.3,69.5
Bihar,MUZAFFARPUR,1997,Summer,Rice,1584.0,2438.0,1.5391414141414141,BIHAR,1303.7,11.6,74.4,1148.3,69.5
Bihar,MUZAFFARPUR,1997,Winter,Rice,103795.0,137271.0,1.3225203526181415,BIHAR,1303.7,11.6,74.4,1148.3,69.5
Bihar,MUZAFFARPUR,1998,Summer,Rice,2253.0,1422.0,0.6311584553928096,BIHAR,1332.5,19.6,88.4,1127.0,97.5
Bihar,MUZAFFARPUR,1998,Winter,Rice,98422.0,100414.0,1.0202393773749772,BIHAR,1332.5,19.6,88.4,1127.0,97.5
Bihar,MUZAFFARPUR,1999,Kharif,Rice,25290.0,20166.0,0.7973902728351127,BIHAR,1402.7,0.3,87.8,1192.9,121.7
Bihar,MUZAFFARPUR,1999,Summer,Rice,327.0,147.0,0.44954128440366975,BIHAR,1402.7,0.3,87.8,1192.9,121.7
Bihar,MUZAFFARPUR,2000,Autumn,Rice,98446.0,127720.0,1.2973609897811997,BIHAR,1207.0,12.7,137.0,1047.7,9.7
Bihar,MUZAFFARPUR,2000,Kharif,Rice,30980.0,35774.0,1.154744996772111,BIHAR,1207.0,12.7,137.0,1047.7,9.7
Bihar,MUZAFFARPUR,2000,Summer,Rice,804.0,1473.0,1.8320895522388059,BIHAR,1207.0,12.7,137.0,1047.7,9.7
Bihar,MUZAFFARPUR,2001,Autumn,Rice,100084.0,104783.0,1.0469505615283161,BIHAR,1247.0,1.5,114.0,949.8,181.8
Bihar,MUZAFFARPUR,2001,Kharif,Rice,800.0,1464.0,1.83,BIHAR,1247.0,1.5,114.0,949.8,181.8
Bihar,MUZAFFARPUR,2001,Summer,Rice,33832.0,38296.0,1.1319460865452826,BIHAR,1247.0,1.5,114.0,949.8,181.8
Bihar,MUZAFFARPUR,2002,Autumn,Rice,37639.0,42214.0,1.1215494566805706,BIHAR,1105.8,24.6,102.1,943.2,35.8
Bihar,MUZAFFARPUR,2002,Summer,Rice,50.0,101.0,2.02,BIHAR,1105.8,24.6,102.1,943.2,35.8
Bihar,MUZAFFARPUR,2002,Winter,Rice,108985.0,116345.0,1.067532229205854,BIHAR,1105.8,24.6,102.1,943.2,35.8
Bihar,MUZAFFARPUR,2003,Autumn,Rice,36908.0,42681.0,1.1564159531808822,BIHAR,1353.9,52.9,73.5,1082.3,145.2
Bihar,MUZAFFARPUR,2003,Summer,Rice,834.0,848.0,1.0167865707434052,BIHAR,1353.9,52.9,73.5,1082.3,145.2
Bihar,MUZAFFARPUR,2003,Winter,Rice,116374.0,121729.0,1.0460154330004985,BIHAR,1353.9,52.9,73.5,1082.3,145.2
Bihar,MUZAFFARPUR,2004,Autumn,Rice,39093.0,26568.0,0.67961016038677,BIHAR,1147.8,24.8,107.0,956.4,59.5
Bihar,MUZAFFARPUR,2004,Summer,Rice,830.0,1218.0,1.4674698795180723,BIHAR,1147.8,24.8,107.0,956.4,59.5
Bihar,MUZAFFARPUR,2005,Autumn,Rice,28377.0,23614.0,0.8321527998026571,BIHAR,907.8,28.2,48.5,796.7,34.5
Bihar,MUZAFFARPUR,2005,Winter,Rice,96615.0,56773.0,0.5876209698287016,BIHAR,907.8,28.2,48.5,796.7,34.5
Bihar,MUZAFFARPUR,2006,Autumn,Rice,27766.0,18120.0,0.6525967010012245,BIHAR,1052.8,0.1,94.3,936.3,22.1
Bihar,MUZAFFARPUR,2006,Winter,Rice,111611.0,77439.0,0.6938294612538191,BIHAR,1052.8,0.1,94.3,936.3,22.1
Bihar,MUZAFFARPUR,2008,Autumn,Rice,29924.0,37584.0,1.2559818206122175,BIHAR,1197.7,30.0,62.6,1083.5,21.6
Bihar,MUZAFFARPUR,2008,Summer,Rice,199.0,339.0,1.7035175879396984,BIHAR,1197.7,30.0,62.6,1083.5,21.6
Bihar,MUZAFFARPUR,2008,Winter,Rice,126639.0,167272.0,1.32085692401235,BIHAR,1197.7,30.0,62.6,1083.5,21.6
Bihar,MUZAFFARPUR,2009,Autumn,Rice,29506.0,13146.0,0.44553650105063375,BIHAR,889.3,0.7,102.5,707.7,78.4
Bihar,MUZAFFARPUR,2009,Summer,Rice,235.0,343.0,1.4595744680851064,BIHAR,889.3,0.7,102.5,707.7,78.4
Bihar,MUZAFFARPUR,2009,Winter,Rice,103429.0,32887.0,0.3179669145017355,BIHAR,889.3,0.7,102.5,707.7,78.4
Bihar,MUZAFFARPUR,2010,Autumn,Rice,16857.0,11821.0,0.7012517055229281,BIHAR,629.2,1.3,51.1,536.2,40.7
Bihar,MUZAFFARPUR,2010,Summer,Rice,260.0,439.0,1.6884615384615385,BIHAR,629.2,1.3,51.1,536.2,40.7
Bihar,MUZAFFARPUR,2010,Winter,Rice,103038.0,48254.0,0.46831266134824046,BIHAR,629.2,1.3,51.1,536.2,40.7
Bihar,MUZAFFARPUR,2011,Autumn,Rice,16700.0,27957.0,1.674071856287425,BIHAR,1097.1,11.8,107.6,964.8,12.9
Bihar,MUZAFFARPUR,2011,Summer,Rice,69.0,125.0,1.8115942028985508,BIHAR,1097.1,11.8,107.6,964.8,12.9
Bihar,MUZAFFARPUR,2011,Winter,Rice,115913.0,274156.0,2.365187683866348,BIHAR,1097.1,11.8,107.6,964.8,12.9
Bihar,MUZAFFARPUR,2012,Autumn,Rice,16688.0,33833.0,2.0273849472674974,BIHAR,1032.4,20.9,46.5,924.4,40.6
Bihar,MUZAFFARPUR,2012,Summer,Rice,219.0,502.0,2.2922374429223744,BIHAR,1032.4,20.9,46.5,924.4,40.6
Bihar,MUZAFFARPUR,2012,Winter,Rice,100602.0,221794.0,2.204667899246536,BIHAR,1032.4,20.9,46.5,924.4,40.6
Bihar,MUZAFFARPUR,2013,Autumn,Rice,19698.0,6775.0,0.34394354756828105,BIHAR,1069.9,27.7,122.4,722.2,197.5
Bihar,MUZAFFARPUR,2013,Summer,Rice,241.0,567.0,2.3526970954356847,BIHAR,1069.9,27.7,122.4,722.2,197.5
Bihar,MUZAFFARPUR,2013,Winter,Rice,111168.0,92726.0,0.834106937248129,BIHAR,1069.9,27.7,122.4,722.2,197.5
Bihar,MUZAFFARPUR,2014,Autumn,Rice,31319.0,69515.0,2.219579169194419,BIHAR,1061.0,50.5,112.9,848.6,49.0
Bihar,MUZAFFARPUR,2014,Summer,Rice,160.0,361.0,2.25625,BIHAR,1061.0,50.5,112.9,848.6,49.0
Bihar,MUZAFFARPUR,2014,Winter,Rice,108886.0,215461.0,1.978775967525669,BIHAR,1061.0,50.5,112.9,848.6,49.0
Bihar,NALANDA,1997,Summer,Rice,83.0,167.0,2.0120481927710845,BIHAR,1303.7,11.6,74.4,1148.3,69.5
Bihar,NALANDA,1997,Winter,Rice,107219.0,118067.0,1.101176097520029,BIHAR,1303.7,11.6,74.4,1148.3,69.5
Bihar,NALANDA,1998,Summer,Rice,17.0,38.0,2.235294117647059,BIHAR,1332.5,19.6,88.4,1127.0,97.5
Bihar,NALANDA,1998,Winter,Rice,113571.0,200705.0,1.767220505234611,BIHAR,1332.5,19.6,88.4,1127.0,97.5
Bihar,NALANDA,1999,Summer,Rice,1.0,2.0,2.0,BIHAR,1402.7,0.3,87.8,1192.9,121.7
Bihar,NALANDA,2000,Autumn,Rice,123926.0,116419.0,0.9394235269434985,BIHAR,1207.0,12.7,137.0,1047.7,9.7
Bihar,NALANDA,2001,Autumn,Rice,87819.0,132648.0,1.5104703993441055,BIHAR,1247.0,1.5,114.0,949.8,181.8
Bihar,NALANDA,2002,Winter,Rice,93295.0,83225.0,0.892062811511871,BIHAR,1105.8,24.6,102.1,943.2,35.8
Bihar,NALANDA,2003,Autumn,Rice,2.0,2.0,1.0,BIHAR,1353.9,52.9,73.5,1082.3,145.2
Bihar,NALANDA,2003,Winter,Rice,99064.0,96889.0,0.9780444964871194,BIHAR,1353.9,52.9,73.5,1082.3,145.2
Bihar,NALANDA,2004,Autumn,Rice,2.0,2.0,1.0,BIHAR,1147.8,24.8,107.0,956.4,59.5
Bihar,NALANDA,2005,Autumn,Rice,44.0,45.0,1.0227272727272727,BIHAR,907.8,28.2,48.5,796.7,34.5
Bihar,NALANDA,2005,Winter,Rice,102788.0,47541.0,0.4625150795812741,BIHAR,907.8,28.2,48.5,796.7,34.5
Bihar,NALANDA,2006,Autumn,Rice,35.0,38.0,1.0857142857142856,BIHAR,1052.8,0.1,94.3,936.3,22.1
Bihar,NALANDA,2006,Winter,Rice,95350.0,227208.0,2.382884111169376,BIHAR,1052.8,0.1,94.3,936.3,22.1
Bihar,NALANDA,2007,Autumn,Rice,50.0,29.0,0.58,BIHAR,1600.2,34.3,140.2,1369.4,56.2
Bihar,NALANDA,2007,Summer,Rice,85.0,122.0,1.4352941176470588,BIHAR,1600.2,34.3,140.2,1369.4,56.2
Bihar,NALANDA,2007,Winter,Rice,90072.0,118522.0,1.3158584243716138,BIHAR,1600.2,34.3,140.2,1369.4,56.2
Bihar,NALANDA,2008,Autumn,Rice,50.0,67.0,1.34,BIHAR,1197.7,30.0,62.6,1083.5,21.6
Bihar,NALANDA,2008,Winter,Rice,87248.0,121433.0,1.3918141390060517,BIHAR,1197.7,30.0,62.6,1083.5,21.6
Bihar,NALANDA,2009,Autumn,Rice,186.0,178.0,0.956989247311828,BIHAR,889.3,0.7,102.5,707.7,78.4
Bihar,NALANDA,2009,Summer,Rice,17.0,33.0,1.9411764705882353,BIHAR,889.3,0.7,102.5,707.7,78.4
Bihar,NALANDA,2009,Winter,Rice,60375.0,56135.0,0.9297722567287785,BIHAR,889.3,0.7,102.5,707.7,78.4
Bihar,NALANDA,2010,Summer,Rice,90.0,175.0,1.9444444444444444,BIHAR,629.2,1.3,51.1,536.2,40.7
Bihar,NALANDA,2010,Winter,Rice,68335.0,74082.0,1.0841003877954196,BIHAR,629.2,1.3,51.1,536.2,40.7
Bihar,NALANDA,2011,Autumn,Rice,303.0,482.0,1.5907590759075907,BIHAR,1097.1,11.8,107.6,964.8,12.9
Bihar,NALANDA,2011,Winter,Rice,126188.0,347211.0,2.7515373886581926,BIHAR,1097.1,11.8,107.6,964.8,12.9
Bihar,NALANDA,2012,Winter,Rice,112084.0,281071.0,2.507681738695978,BIHAR,1032.4,20.9,46.5,924.4,40.6
Bihar,NALANDA,2013,Winter,Rice,49395.0,112398.0,2.275493470999089,BIHAR,1069.9,27.7,122.4,722.2,197.5
Bihar,NALANDA,2014,Autumn,Rice,12.0,21.0,1.75,BIHAR,1061.0,50.5,112.9,848.6,49.0
Bihar,NALANDA,2014,Winter,Rice,83935.0,217083.0,2.5863227497468277,BIHAR,1061.0,50.5,112.9,848.6,49.0
Bihar,NAWADA,1997,Autumn,Rice,2.0,2.0,1.0,BIHAR,1303.7,11.6,74.4,1148.3,69.5
Bihar,NAWADA,1997,Summer,Rice,145.0,260.0,1.793103448275862,BIHAR,1303.7,11.6,74.4,1148.3,69.5
Bihar,NAWADA,1997,Winter,Rice,84042.0,126323.0,1.5030936912496133,BIHAR,1303.7,11.6,74.4,1148.3,69.5
Bihar,NAWADA,1998,Summer,Rice,80.0,174.0,2.175,BIHAR,1332.5,19.6,88.4,1127.0,97.5
Bihar,NAWADA,1998,Winter,Rice,82155.0,142253.0,1.7315196883938897,BIHAR,1332.5,19.6,88.4,1127.0,97.5
Bihar,NAWADA,1999,Kharif,Rice,54.0,57.0,1.0555555555555556,BIHAR,1402.7,0.3,87.8,1192.9,121.7
Bihar,NAWADA,1999,Summer,Rice,59.0,125.0,2.1186440677966103,BIHAR,1402.7,0.3,87.8,1192.9,121.7
Bihar,NAWADA,2000,Autumn,Rice,82394.0,91033.0,1.1048498677088137,BIHAR,1207.0,12.7,137.0,1047.7,9.7
Bihar,NAWADA,2000,Kharif,Rice,46.0,57.0,1.2391304347826086,BIHAR,1207.0,12.7,137.0,1047.7,9.7
Bihar,NAWADA,2000,Summer,Rice,43.0,76.0,1.7674418604651163,BIHAR,1207.0,12.7,137.0,1047.7,9.7
Bihar,NAWADA,2001,Autumn,Rice,80793.0,131486.0,1.6274429715445644,BIHAR,1247.0,1.5,114.0,949.8,181.8
Bihar,NAWADA,2001,Kharif,Rice,41.0,75.0,1.829268292682927,BIHAR,1247.0,1.5,114.0,949.8,181.8
Bihar,NAWADA,2002,Summer,Rice,44.0,75.0,1.7045454545454546,BIHAR,1105.8,24.6,102.1,943.2,35.8
Bihar,NAWADA,2002,Winter,Rice,81062.0,123521.0,1.5237842638967705,BIHAR,1105.8,24.6,102.1,943.2,35.8
Bihar,NAWADA,2003,Autumn,Rice,33.0,40.0,1.2121212121212122,BIHAR,1353.9,52.9,73.5,1082.3,145.2
Bihar,NAWADA,2003,Summer,Rice,47.0,65.0,1.3829787234042554,BIHAR,1353.9,52.9,73.5,1082.3,145.2
Bihar,NAWADA,2003,Winter,Rice,78394.0,127325.0,1.624167665892798,BIHAR,1353.9,52.9,73.5,1082.3,145.2
Bihar,NAWADA,2004,Summer,Rice,19.0,26.0,1.368421052631579,BIHAR,1147.8,24.8,107.0,956.4,59.5
Bihar,NAWADA,2004,Winter,Rice,37533.0,12996.0,0.3462552953401007,BIHAR,1147.8,24.8,107.0,956.4,59.5
Bihar,NAWADA,2005,Winter,Rice,44737.0,28687.0,0.6412365603415517,BIHAR,907.8,28.2,48.5,796.7,34.5
Bihar,NAWADA,2006,Summer,Rice,2.0,3.0,1.5,BIHAR,1052.8,0.1,94.3,936.3,22.1
Bihar,NAWADA,2006,Winter,Rice,73306.0,147686.0,2.0146509153411727,BIHAR,1052.8,0.1,94.3,936.3,22.1
Bihar,NAWADA,2007,Winter,Rice,74970.0,153323.0,2.045124716553288,BIHAR,1600.2,34.3,140.2,1369.4,56.2
Bihar,NAWADA,2008,Winter,Rice,74990.0,148475.0,1.9799306574209894,BIHAR,1197.7,30.0,62.6,1083.5,21.6
Bihar,NAWADA,2009,Winter,Rice,51211.0,61319.0,1.1973794692546522,BIHAR,889.3,0.7,102.5,707.7,78.4
Bihar,NAWADA,2010,Winter,Rice,44412.0,45968.0,1.0350355759704584,BIHAR,629.2,1.3,51.1,536.2,40.7
Bihar,NAWADA,2011,Winter,Rice,66269.0,194741.0,2.938644011528769,BIHAR,1097.1,11.8,107.6,964.8,12.9
Bihar,NAWADA,2012,Winter,Rice,64792.0,187882.0,2.899771576737869,BIHAR,1032.4,20.9,46.5,924.4,40.6
Bihar,NAWADA,2013,Autumn,Rice,2560.0,3528.0,1.378125,BIHAR,1069.9,27.7,122.4,722.2,197.5
Bihar,NAWADA,2013,Winter,Rice,60716.0,128628.0,2.1185190065221686,BIHAR,1069.9,27.7,122.4,722.2,197.5
Bihar,NAWADA,2014,Autumn,Rice,174.0,302.0,1.735632183908046,BIHAR,1061.0,50.5,112.9,848.6,49.0
Bihar,NAWADA,2014,Winter,Rice,77055.0,236713.0,3.072000519109727,BIHAR,1061.0,50.5,112.9,848.6,49.0
Bihar,PASHCHIM CHAMPARAN,1997,Autumn,Rice,80375.0,147314.0,1.8328335925349921,BIHAR,1303.7,11.6,74.4,1148.3,69.5
Bihar,PASHCHIM CHAMPARAN,1997,Summer,Rice,10460.0,16108.0,1.5399617590822179,BIHAR,1303.7,11.6,74.4,1148.3,69.5
Bihar,PASHCHIM CHAMPARAN,1997,Winter,Rice,121516.0,224254.0,1.8454689094440238,BIHAR,1303.7,11.6,74.4,1148.3,69.5
Bihar,PASHCHIM CHAMPARAN,1998,Summer,Rice,10322.0,15100.0,1.4628947878318155,BIHAR,1332.5,19.6,88.4,1127.0,97.5
Bihar,PASHCHIM CHAMPARAN,1998,Winter,Rice,114373.0,184682.0,1.6147342467190684,BIHAR,1332.5,19.6,88.4,1127.0,97.5
Bihar,PASHCHIM CHAMPARAN,1999,Kharif,Rice,57964.0,121964.0,2.10413360016562,BIHAR,1402.7,0.3,87.8,1192.9,121.7
Bihar,PASHCHIM CHAMPARAN,1999,Summer,Rice,10631.0,15327.0,1.4417270247389709,BIHAR,1402.7,0.3,87.8,1192.9,121.7
Bihar,PASHCHIM CHAMPARAN,2000,Autumn,Rice,110973.0,215438.0,1.9413551043947628,BIHAR,1207.0,12.7,137.0,1047.7,9.7
Bihar,PASHCHIM CHAMPARAN,2000,Kharif,Rice,64857.0,153081.0,2.360284934548314,BIHAR,1207.0,12.7,137.0,1047.7,9.7
Bihar,PASHCHIM CHAMPARAN,2000,Summer,Rice,10438.0,20323.0,1.9470205020118796,BIHAR,1207.0,12.7,137.0,1047.7,9.7
Bihar,PASHCHIM CHAMPARAN,2001,Autumn,Rice,82008.0,154952.0,1.8894741976392546,BIHAR,1247.0,1.5,114.0,949.8,181.8
Bihar,PASHCHIM CHAMPARAN,2001,Kharif,Rice,10612.0,20316.0,1.9144364869958537,BIHAR,1247.0,1.5,114.0,949.8,181.8
Bihar,PASHCHIM CHAMPARAN,2001,Summer,Rice,65505.0,95564.0,1.4588810014502709,BIHAR,1247.0,1.5,114.0,949.8,181.8
Bihar,PASHCHIM CHAMPARAN,2002,Autumn,Rice,60600.0,107736.0,1.7778217821782178,BIHAR,1105.8,24.6,102.1,943.2,35.8
Bihar,PASHCHIM CHAMPARAN,2002,Summer,Rice,10346.0,21144.0,2.043688381983375,BIHAR,1105.8,24.6,102.1,943.2,35.8
Bihar,PASHCHIM CHAMPARAN,2002,Winter,Rice,90031.0,167491.0,1.8603703168908488,BIHAR,1105.8,24.6,102.1,943.2,35.8
Bihar,PASHCHIM CHAMPARAN,2003,Autumn,Rice,60482.0,101979.0,1.686104956846665,BIHAR,1353.9,52.9,73.5,1082.3,145.2
Bihar,PASHCHIM CHAMPARAN,2003,Summer,Rice,7660.0,7992.0,1.0433420365535249,BIHAR,1353.9,52.9,73.5,1082.3,145.2
Bihar,PASHCHIM CHAMPARAN,2003,Winter,Rice,89790.0,117144.0,1.3046441697293685,BIHAR,1353.9,52.9,73.5,1082.3,145.2
Bihar,PASHCHIM CHAMPARAN,2004,Autumn,Rice,62896.0,90637.0,1.4410614347494277,BIHAR,1147.8,24.8,107.0,956.4,59.5
Bihar,PASHCHIM CHAMPARAN,2004,Summer,Rice,10496.0,14985.0,1.427686737804878,BIHAR,1147.8,24.8,107.0,956.4,59.5
Bihar,PASHCHIM CHAMPARAN,2005,Autumn,Rice,60970.0,75796.0,1.2431687715269806,BIHAR,907.8,28.2,48.5,796.7,34.5
Bihar,PASHCHIM CHAMPARAN,2005,Summer,Rice,9461.0,6911.0,0.7304724659126942,BIHAR,907.8,28.2,48.5,796.7,34.5
Bihar,PASHCHIM CHAMPARAN,2005,Winter,Rice,96830.0,123681.0,1.277300423422493,BIHAR,907.8,28.2,48.5,796.7,34.5
Bihar,PASHCHIM CHAMPARAN,2006,Autumn,Rice,62429.0,82929.0,1.328373031764084,BIHAR,1052.8,0.1,94.3,936.3,22.1
Bihar,PASHCHIM CHAMPARAN,2006,Summer,Rice,9780.0,14722.0,1.5053169734151328,BIHAR,1052.8,0.1,94.3,936.3,22.1
Bihar,PASHCHIM CHAMPARAN,2006,Winter,Rice,96711.0,70258.0,0.7264737206729328,BIHAR,1052.8,0.1,94.3,936.3,22.1
Bihar,PASHCHIM CHAMPARAN,2007,Autumn,Rice,62292.0,36370.0,0.5838630963847685,BIHAR,1600.2,34.3,140.2,1369.4,56.2
Bihar,PASHCHIM CHAMPARAN,2007,Summer,Rice,10428.0,16090.0,1.5429612581511316,BIHAR,1600.2,34.3,140.2,1369.4,56.2
Bihar,PASHCHIM CHAMPARAN,2007,Winter,Rice,96996.0,36374.0,0.37500515485174646,BIHAR,1600.2,34.3,140.2,1369.4,56.2
Bihar,PASHCHIM CHAMPARAN,2008,Autumn,Rice,64203.0,135787.0,2.114963475227014,BIHAR,1197.7,30.0,62.6,1083.5,21.6
Bihar,PASHCHIM CHAMPARAN,2008,Summer,Rice,9681.0,16297.0,1.6834004751575251,BIHAR,1197.7,30.0,62.6,1083.5,21.6
Bihar,PASHCHIM CHAMPARAN,2008,Winter,Rice,104422.0,200558.0,1.920648905403076,BIHAR,1197.7,30.0,62.6,1083.5,21.6
Bihar,PASHCHIM CHAMPARAN,2009,Autumn,Rice,29293.0,47967.0,1.637490185368518,BIHAR,889.3,0.7,102.5,707.7,78.4
Bihar,PASHCHIM CHAMPARAN,2009,Summer,Rice,6712.0,8850.0,1.318533969010727,BIHAR,889.3,0.7,102.5,707.7,78.4
Bihar,PASHCHIM CHAMPARAN,2009,Winter,Rice,94368.0,119367.0,1.2649097151576805,BIHAR,889.3,0.7,102.5,707.7,78.4
Bihar,PASHCHIM CHAMPARAN,2010,Autumn,Rice,33623.0,38155.0,1.1347886863159147,BIHAR,629.2,1.3,51.1,536.2,40.7
Bihar,PASHCHIM CHAMPARAN,2010,Summer,Rice,2447.0,4320.0,1.7654270535349408,BIHAR,629.2,1.3,51.1,536.2,40.7
Bihar,PASHCHIM CHAMPARAN,2010,Winter,Rice,93308.0,117436.0,1.2585844729283662,BIHAR,629.2,1.3,51.1,536.2,40.7
Bihar,PASHCHIM CHAMPARAN,2011,Autumn,Rice,52990.0,104671.0,1.9752972258916777,BIHAR,1097.1,11.8,107.6,964.8,12.9
Bihar,PASHCHIM CHAMPARAN,2011,Summer,Rice,273.0,447.0,1.6373626373626373,BIHAR,1097.1,11.8,107.6,964.8,12.9
Bihar,PASHCHIM CHAMPARAN,2011,Winter,Rice,119953.0,311459.0,2.596508632547748,BIHAR,1097.1,11.8,107.6,964.8,12.9
Bihar,PASHCHIM CHAMPARAN,2012,Autumn,Rice,47432.0,91581.0,1.9307851239669422,BIHAR,1032.4,20.9,46.5,924.4,40.6
Bihar,PASHCHIM CHAMPARAN,2012,Summer,Rice,1581.0,3634.0,2.2985452245414293,BIHAR,1032.4,20.9,46.5,924.4,40.6
Bihar,PASHCHIM CHAMPARAN,2012,Winter,Rice,114897.0,265446.0,2.3102953079714874,BIHAR,1032.4,20.9,46.5,924.4,40.6
Bihar,PASHCHIM CHAMPARAN,2013,Autumn,Rice,48010.0,93968.0,1.9572589043949178,BIHAR,1069.9,27.7,122.4,722.2,197.5
Bihar,PASHCHIM CHAMPARAN,2013,Summer,Rice,189.0,437.0,2.312169312169312,BIHAR,1069.9,27.7,122.4,722.2,197.5
Bihar,PASHCHIM CHAMPARAN,2013,Winter,Rice,114420.0,239053.0,2.0892588708267787,BIHAR,1069.9,27.7,122.4,722.2,197.5
Bihar,PASHCHIM CHAMPARAN,2014,Autumn,Rice,43085.0,78658.0,1.8256469769061159,BIHAR,1061.0,50.5,112.9,848.6,49.0
Bihar,PASHCHIM CHAMPARAN,2014,Summer,Rice,172.0,353.0,2.052325581395349,BIHAR,1061.0,50.5,112.9,848.6,49.0
Bihar,PASHCHIM CHAMPARAN,2014,Winter,Rice,109718.0,289137.0,2.635274066242549,BIHAR,1061.0,50.5,112.9,848.6,49.0
Bihar,PATNA,1997,Autumn,Rice,1179.0,1594.0,1.3519932145886344,BIHAR,1303.7,11.6,74.4,1148.3,69.5
Bihar,PATNA,1997,Summer,Rice,146.0,286.0,1.9589041095890412,BIHAR,1303.7,11.6,74.4,1148.3,69.5
Bihar,PATNA,1997,Winter,Rice,95558.0,182653.0,1.911435986521275,BIHAR,1303.7,11.6,74.4,1148.3,69.5
Bihar,PATNA,1998,Summer,Rice,25.0,56.0,2.24,BIHAR,1332.5,19.6,88.4,1127.0,97.5
Bihar,PATNA,1998,Winter,Rice,112521.0,286139.0,2.5429830876014257,BIHAR,1332.5,19.6,88.4,1127.0,97.5
Bihar,PATNA,1999,Kharif,Rice,658.0,700.0,1.0638297872340425,BIHAR,1402.7,0.3,87.8,1192.9,121.7
Bihar,PATNA,1999,Summer,Rice,22.0,47.0,2.1363636363636362,BIHAR,1402.7,0.3,87.8,1192.9,121.7
Bihar,PATNA,2000,Autumn,Rice,99073.0,201703.0,2.035902819133366,BIHAR,1207.0,12.7,137.0,1047.7,9.7
Bihar,PATNA,2000,Kharif,Rice,679.0,840.0,1.2371134020618557,BIHAR,1207.0,12.7,137.0,1047.7,9.7
Bihar,PATNA,2000,Summer,Rice,174.0,247.0,1.4195402298850575,BIHAR,1207.0,12.7,137.0,1047.7,9.7
Bihar,PATNA,2001,Autumn,Rice,100152.0,198176.0,1.9787522965093058,BIHAR,1247.0,1.5,114.0,949.8,181.8
Bihar,PATNA,2001,Kharif,Rice,163.0,276.0,1.6932515337423313,BIHAR,1247.0,1.5,114.0,949.8,181.8
Bihar,PATNA,2001,Summer,Rice,4423.0,5090.0,1.150802622654307,BIHAR,1247.0,1.5,114.0,949.8,181.8
Bihar,PATNA,2002,Autumn,Rice,47.0,54.0,1.148936170212766,BIHAR,1105.8,24.6,102.1,943.2,35.8
Bihar,PATNA,2002,Summer,Rice,139.0,205.0,1.474820143884892,BIHAR,1105.8,24.6,102.1,943.2,35.8
Bihar,PATNA,2002,Winter,Rice,108208.0,217917.0,2.0138714327960963,BIHAR,1105.8,24.6,102.1,943.2,35.8
Bihar,PATNA,2003,Summer,Rice,212.0,309.0,1.4575471698113207,BIHAR,1353.9,52.9,73.5,1082.3,145.2
Bihar,PATNA,2003,Winter,Rice,100766.0,230257.0,2.285066391441558,BIHAR,1353.9,52.9,73.5,1082.3,145.2
Bihar,PATNA,2004,Summer,Rice,209.0,297.0,1.4210526315789473,BIHAR,1147.8,24.8,107.0,956.4,59.5
Bihar,PATNA,2004,Winter,Rice,76049.0,43077.0,0.566437428500046,BIHAR,1147.8,24.8,107.0,956.4,59.5
Bihar,PATNA,2005,Autumn,Rice,1682.0,1881.0,1.1183115338882283,BIHAR,907.8,28.2,48.5,796.7,34.5
Bihar,PATNA,2005,Summer,Rice,133.0,195.0,1.4661654135338347,BIHAR,907.8,28.2,48.5,796.7,34.5
Bihar,PATNA,2005,Winter,Rice,83217.0,133879.0,1.6087938762512468,BIHAR,907.8,28.2,48.5,796.7,34.5
Bihar,PATNA,2006,Autumn,Rice,21.0,20.0,0.9523809523809523,BIHAR,1052.8,0.1,94.3,936.3,22.1
